site_clean,AGB,b1_wfp_dry_p50,b1_ccw_dry_p50,b1_hsd_p50,b1_hmc_p50,b1_hcv_p50,b1_h99_p50,b1_h25_p50,b1_dp1fm_p50,b1_dp1fm_dry_p50,b2_dp1fm_p50,b2_dp1fm_dry_p50,b3_dp1fm_p50,b3_dp1fm_dry_p50,b1_dbifm_p50,b2_dbifm_p50,b3_dbifm_p50,b4_dbifm_p50,b5_dbifm_p50,b6_dbifm_p50,dbifmdry_GNDVI_p50,dbifman_GNDVI_p50,dbifmdry_MSR_p50,dbifman_MSR_p50,dbifmdry_NBR_p50,dbifman_NBR_p50,dbifmdry_NDVI_p50,dbifman_NDVI_p50,dbifmdry_CVI_p50,dbifman_CVI_p50,dbifmdry_GDVI_p50,dbifman_GDVI_p50,dbifmdry_GSAVI_p50,dbifman_GSAVI_p50,dbifmdry_NDGI_p50,dbifman_NDGI_p50,dbifmdry_RI_p50,dbifman_RI_p50,dbifmdry_NDII_p50,dbifman_NDII_p50,dbifmdry_MSAVI_p50,dbifman_MSAVI_p50,dbifmdry_SAVI_p50,dbifman_SAVI_p50,dbifmdry_DVI_p50,dbifman_DVI_p50,dbifmdry_r42_p50,dbifman_r42_p50,dbifmdry_r32_p50,dbifman_r32_p50,dbifmdry_r43_p50,dbifman_r43_p50,dbifmdry_r52_p50,dbifman_r52_p50,dbifmdry_r53_p50,dbifman_r53_p50,dbifmdry_r54_p50,dbifman_r54_p50,dbifmdry_r62_p50,dbifman_r62_p50,dbifmdry_r63_p50,dbifman_r63_p50,dbifmdry_r64_p50,dbifman_r64_p50,dbifmdry_r65_p50,dbifman_r65_p50,mean_agap_p50,mean_dgap_p50,mean_drio_p50,mean_dpos_p50,dr_dsum_p50,dr_dsii_p50,dr_wsum_p50,dr_wsii_p50,tx_dsum_p50,tx_dsii_p50,tx_wsum_p50,tx_wsii_p50,rx_wsum_p50,rx_wsii_p50,rx_dsii_p50,ma_asum_p50,ma_dsii_p50,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI_p99,dbifman_GNDVI_p99,dbifmdry_MSR_p99,dbifman_MSR_p99,dbifmdry_NBR_p99,dbifman_NBR_p99,dbifmdry_NDVI_p99,dbifman_NDVI_p99,dbifmdry_CVI_p99,dbifman_CVI_p99,dbifmdry_GDVI_p99,dbifman_GDVI_p99,dbifmdry_GSAVI_p99,dbifman_GSAVI_p99,dbifmdry_NDGI_p99,dbifman_NDGI_p99,dbifmdry_RI_p99,dbifman_RI_p99,dbifmdry_NDII_p99,dbifman_NDII_p99,dbifmdry_MSAVI_p99,dbifman_MSAVI_p99,dbifmdry_SAVI_p99,dbifman_SAVI_p99,dbifmdry_DVI_p99,dbifman_DVI_p99,dbifmdry_r42_p99,dbifman_r42_p99,dbifmdry_r32_p99,dbifman_r32_p99,dbifmdry_r43_p99,dbifman_r43_p99,dbifmdry_r52_p99,dbifman_r52_p99,dbifmdry_r53_p99,dbifman_r53_p99,dbifmdry_r54_p99,dbifman_r54_p99,dbifmdry_r62_p99,dbifman_r62_p99,dbifmdry_r63_p99,dbifman_r63_p99,dbifmdry_r64_p99,dbifman_r64_p99,dbifmdry_r65_p99,dbifman_r65_p99,mean_agap_p99,mean_dgap_p99,mean_drio_p99,mean_dpos_p99,dr_dsum_p99,dr_dsii_p99,dr_wsum_p99,dr_wsii_p99,tx_dsum_p99,tx_dsii_p99,tx_wsum_p99,tx_wsii_p99,rx_wsum_p99,rx_wsii_p99,rx_dsii_p99,ma_asum_p99,ma_dsii_p99,site_name,lon_gda94,lat_gda94,date,bio_agb_kg1ha,c_agb_kg1ha,bio_agb_30,geometry
NTAGFU0010.2012,5387.755102040816,8.0,14.0,101.97987365722656,103.80133819580078,151.665283203125,107.79063415527344,101.87776947021484,20.0,17.0,17.0,16.0,62.0,65.0,489.0,844.0,1159.0,2064.0,2394.0,1625.0,4120449,4133333,3294592,3297285,1267988,1103948,2773161,2775031,32633129,32823162,1211000,1209000,2288072,2288328,-1521099,-1534287,1521099,1534287,-717960,-794923,1414998,1411694,1638380,1635503,901000,898000,24022116,24071151,13595217,13611902,17669536,17683900,27729201,28228978,20396292,20738453,11543197,11727307,18611290,19288486,13689587,14170310,7747565,8013113,6711802,6832867,5.0,10.0,0.125,0.1103121116757392,39.999999999997726,1.5300000000000595,3703.999999999984,1.5251928417155256,4446.2,0.0846205748729251,7818.299999999997,0.0405714797334459,7466.300000000001,0.131696518260144,0.1083566324945635,873.1999999999997,0.3583474816072439,16.759999999999998,28.68,102.33332733154295,104.59967895507812,155.5733270263672,108.93146392822266,102.42807586669923,22.92,21.76,20.0,23.84,65.92,70.92,533.12,918.6,1286.84,2191.36,2648.96,1828.68,4120449,4133333,3294592,3297285,1267988,1103948,2773161,2775031,32633129,32823162,1211000,1209000,2288072,2288328,-1521099,-1534287,1521099,1534287,-717960,-794923,1414998,1411694,1638380,1635503,901000,898000,24022116,24071151,13595217,13611902,17669536,17683900,27729201,28228978,20396292,20738453,11543197,11727307,18611290,19288486,13689587,14170310,7747565,8013113,6711802,6832867,5.0,10.0,0.125,0.1103121116757392,39.999999999997726,1.5300000000000595,3703.999999999984,1.5251928417155256,4446.2,0.0846205748729251,7818.299999999997,0.0405714797334459,7466.300000000001,0.131696518260144,0.1083566324945635,873.1999999999997,0.3583474816072439,ntagfu0010,137.1006,-17.896279999999994,20120509,5387.755102040816,2640.0,484.89795918367344,POINT (137.1006 -17.89627999999999)
NTAGFU0011.2012,10582.448979591838,4.0,8.0,101.24320602416992,102.23843002319336,151.99556732177734,105.98982620239258,101.28736114501952,5.0,5.0,15.5,12.0,79.0,82.0,405.0,612.0,828.0,1522.5,2467.5,1676.5,4144015,4205693,3815292,3768926,-432258,-432900,3123894,3093525,30565072,31704562,869000,916000,1836692,1914182,-1171819,-1278507,1171819,1278507,-2392921,-2320675,1200076,1232566,1458678,1489203,706000,731000,24163952,24483714,12664224,12924964,19080484,18942965,39360749,39281287,31080270,30391797,16289036,16043844,26335505,26707108,20795199,20663198,10898674,10908112,6690804,6798939,4.199999809265137,15.0,0.0833333358168602,0.0766703709959983,40.89999999999827,1.5511002444988196,3705.2999999999847,1.524557487151614,4433.1,0.08488867835149201,7807.500000000004,0.040733726727963,7455.299999999997,0.131323641282999,0.1086066655469444,864.6999999999997,0.3564102564102565,7.8900000000000015,13.89,101.4892170715332,102.58815910339355,154.607802734375,107.0072396850586,101.49087738037107,7.0,5.8900000000000015,17.78,15.89,81.0,83.0,472.78,682.01,894.89,1651.23,2628.51,1758.92,4144015,4205693,3815292,3768926,-432258,-432900,3123894,3093525,30565072,31704562,869000,916000,1836692,1914182,-1171819,-1278507,1171819,1278507,-2392921,-2320675,1200076,1232566,1458678,1489203,706000,731000,24163952,24483714,12664224,12924964,19080484,18942965,39360749,39281287,31080270,30391797,16289036,16043844,26335505,26707108,20795199,20663198,10898674,10908112,6690804,6798939,4.199999809265137,15.0,0.0833333358168602,0.0766703709959983,40.89999999999827,1.5511002444988196,3705.2999999999847,1.524557487151614,4433.1,0.08488867835149201,7807.500000000004,0.040733726727963,7455.299999999997,0.131323641282999,0.1086066655469444,864.6999999999997,0.3564102564102565,ntagfu0011,137.0724,-17.89571,20120510,10582.448979591838,5185.4000000000015,952.4204081632654,POINT (137.0724 -17.89571)
NTAGFU0012.2012,7482.993197278917,16.0,28.0,102.38517379760742,103.8672103881836,161.6662139892578,110.05205535888672,101.86858367919922,9.0,8.5,25.0,23.5,65.0,66.5,408.5,632.5,780.5,1599.0,2150.5,1416.0,4343891,4449378,4137676,4405746,587842,696910,3330530,3496474,32176768,32654541,960000,1002000,1997226,2072532,-1184767,-1128460,1184767,1128460,-1530858,-1409715,1338837,1425353,1610192,1706247,792000,843000,25339728,26018654,12688516,12538308,19970601,20751328,34501732,34559627,27191306,27563231,13615668,13282634,22539302,22636909,17763545,18054198,8894848,8700261,6532803,6550102,4.199999809265137,15.0,0.0833333358168602,0.0766703709959983,40.79999999999791,1.5852941176470716,3699.5999999999854,1.5240489319308692,4426.200000000002,0.0850029370566173,7802.900000000002,0.0408566045957271,7437.900000000002,0.1309163684834237,0.1091478244118568,858.0999999999997,0.3464788732394365,19.0,33.0,103.10028656005859,105.00227241516113,166.61564697265624,111.13510612487794,102.72374534606934,12.0,11.0,27.89,26.0,70.67,74.0,470.46,661.3399999999998,841.56,1758.72,2302.370000000001,1547.49,4343891,4449378,4137676,4405746,587842,696910,3330530,3496474,32176768,32654541,960000,1002000,1997226,2072532,-1184767,-1128460,1184767,1128460,-1530858,-1409715,1338837,1425353,1610192,1706247,792000,843000,25339728,26018654,12688516,12538308,19970601,20751328,34501732,34559627,27191306,27563231,13615668,13282634,22539302,22636909,17763545,18054198,8894848,8700261,6532803,6550102,4.199999809265137,15.0,0.0833333358168602,0.0766703709959983,40.79999999999791,1.5852941176470716,3699.5999999999854,1.5240489319308692,4426.200000000002,0.0850029370566173,7802.900000000002,0.0408566045957271,7437.900000000002,0.1309163684834237,0.1091478244118568,858.0999999999997,0.3464788732394365,ntagfu0012,137.019,-17.89564,20120511,7482.993197278917,3666.666666666669,673.4693877551025,POINT (137.019 -17.89564)
NTAGFU0013.2012,9817.68707482992,16.0,28.0,102.17456436157228,103.70605850219728,155.27854919433594,109.21313095092772,102.06930923461914,7.5,6.5,27.0,23.5,65.0,69.0,412.5,653.5,787.5,1664.0,2259.0,1518.0,4511710,4497445,4344491,4595077,249688,506173,3459016,3610556,33977611,32586769,1021000,1056000,2108633,2155689,-1247357,-1058824,1247357,1058824,-1679757,-1453678,1423172,1519645,1701613,1805759,844000,903000,26454643,26322980,12858293,12368862,20573993,21281651,37122920,35290630,28870799,28531833,14032667,13406776,25157005,23799459,19564809,19241430,9509486,9041324,6776677,6743846,4.199999809265137,15.0,0.0833333358168602,0.0766703709959983,40.79999999999791,1.5852941176470716,3699.5999999999854,1.5240489319308692,4426.200000000002,0.0850029370566173,7802.900000000002,0.0408566045957271,7437.900000000002,0.1309163684834237,0.1091478244118568,858.0999999999997,0.3464788732394365,19.89,34.78,102.67856010437012,104.32993850708007,164.54263092041015,110.72191154479981,102.4992276763916,10.0,8.89,29.78,26.89,67.0,72.0,468.5699999999998,701.3700000000001,845.23,1881.48,2461.48,1674.36,4511710,4497445,4344491,4595077,249688,506173,3459016,3610556,33977611,32586769,1021000,1056000,2108633,2155689,-1247357,-1058824,1247357,1058824,-1679757,-1453678,1423172,1519645,1701613,1805759,844000,903000,26454643,26322980,12858293,12368862,20573993,21281651,37122920,35290630,28870799,28531833,14032667,13406776,25157005,23799459,19564809,19241430,9509486,9041324,6776677,6743846,4.199999809265137,15.0,0.0833333358168602,0.0766703709959983,40.79999999999791,1.5852941176470716,3699.5999999999854,1.5240489319308692,4426.200000000002,0.0850029370566173,7802.900000000002,0.0408566045957271,7437.900000000002,0.1309163684834237,0.1091478244118568,858.0999999999997,0.3464788732394365,ntagfu0013,137.0116,-17.89591,20120512,9817.68707482992,4810.666666666661,883.5918367346928,POINT (137.0116 -17.89591)
NTAGFU0014.2012,10865.306122448976,6.5,12.0,101.2782745361328,102.30719375610352,147.31946563720703,105.46943283081056,101.3979263305664,9.0,9.0,14.5,14.5,75.0,74.0,586.0,832.0,1098.0,2014.5,3083.0,2152.5,3979979,4146006,3380773,3584781,-248013,-148681,2832700,2971266,30119979,31641550,1153000,1204000,2190072,2284919,-1293060,-1339786,1293060,1339786,-1999210,-1940357,1415131,1491724,1644188,1728297,894000,941000,23205728,24143403,12958473,13083554,17907765,18453245,34791408,35772358,26848387,27341469,14992595,14816618,24384726,24880987,18817592,19016995,10508063,10305501,7008835,6955367,5.47,21.16,0.0833333358168602,0.0766703709959983,42.09999999999718,1.5334916864608634,3723.3999999999846,1.516939203032564,4432.4000000000015,0.0841711036910025,7776.800000000002,0.0409533116816317,7635.199999999996,0.1300630164052209,0.1058048054433341,899.0999999999997,0.3449035812672176,14.89,26.78,101.49660331726076,102.90062850952148,162.09003585815432,107.19686698913574,101.65857101440427,13.89,13.78,21.67,22.89,78.0,81.89,656.23,967.48,1312.88,2252.79,3327.76,2363.49,3979979,4146006,3380773,3584781,-248013,-148681,2832700,2971266,30119979,31641550,1153000,1204000,2190072,2284919,-1293060,-1339786,1293060,1339786,-1999210,-1940357,1415131,1491724,1644188,1728297,894000,941000,23205728,24143403,12958473,13083554,17907765,18453245,34791408,35772358,26848387,27341469,14992595,14816618,24384726,24880987,18817592,19016995,10508063,10305501,7008835,6955367,5.47,21.16,0.0833333358168602,0.0766703709959983,42.09999999999718,1.5334916864608634,3723.3999999999846,1.516939203032564,4432.4000000000015,0.0841711036910025,7776.800000000002,0.0409533116816317,7635.199999999996,0.1300630164052209,0.1058048054433341,899.0999999999997,0.3449035812672176,ntagfu0014,136.9389,-17.75179,20120514,10865.306122448976,5323.999999999998,977.8775510204077,POINT (136.9389 -17.75179)
NTAGFU0015.2012,8000.816326530613,7.0,12.5,101.17781829833984,102.08715057373048,152.28436279296875,105.86967086791992,101.23595809936523,7.0,6.0,16.0,15.0,76.0,78.0,466.0,731.5,935.5,1697.5,2661.5,1861.0,4140821,4116172,3615602,3578978,-315729,-320917,2991914,2967370,31419706,31216183,988000,985000,2006499,1998512,-1311374,-1308642,1311374,1308642,-2137031,-2146013,1285522,1277649,1534158,1524655,777000,773000,24130823,23969962,13013225,13003784,18543307,18433067,37244132,37069536,28620216,28506730,15434257,15464996,25698797,25560549,19748215,19656239,10649780,10663575,6900093,6895298,7.333333492279053,22.0,0.0833333358168602,0.0766703709959983,42.09999999999718,1.5334916864608634,3723.3999999999846,1.516939203032564,4432.4000000000015,0.0841711036910025,7776.800000000002,0.0409533116816317,7635.199999999996,0.1300630164052209,0.1058048054433341,899.0999999999997,0.3449035812672176,12.0,21.0,101.70667991638183,102.81934028625489,158.2634880065918,107.74299186706543,101.66168678283691,9.78,7.8900000000000015,17.89,20.0,81.78,82.78,495.01,766.3499999999997,1023.62,1813.95,2835.95,1976.94,4140821,4116172,3615602,3578978,-315729,-320917,2991914,2967370,31419706,31216183,988000,985000,2006499,1998512,-1311374,-1308642,1311374,1308642,-2137031,-2146013,1285522,1277649,1534158,1524655,777000,773000,24130823,23969962,13013225,13003784,18543307,18433067,37244132,37069536,28620216,28506730,15434257,15464996,25698797,25560549,19748215,19656239,10649780,10663575,6900093,6895298,7.333333492279053,22.0,0.0833333358168602,0.0766703709959983,42.09999999999718,1.5334916864608634,3723.3999999999846,1.516939203032564,4432.4000000000015,0.0841711036910025,7776.800000000002,0.0409533116816317,7635.199999999996,0.1300630164052209,0.1058048054433341,899.0999999999997,0.3449035812672176,ntagfu0015,136.94299999999998,-17.74446,20120514,8000.816326530613,3920.4,720.0734693877552,POINT (136.943 -17.74446)
NTAGFU0024.2012,2873.469387755101,11.0,19.5,102.80347061157228,104.3469467163086,166.59233856201172,110.4915885925293,102.39245986938477,33.0,32.0,14.0,11.0,54.0,56.0,484.5,880.5,1422.5,2249.5,2578.0,1882.5,4347961,4315392,2608153,2601543,1028708,948483,2276964,2271991,40538459,39935394,1397000,1371000,2551443,2514981,-2298558,-2265525,2298558,2265525,-557149,-622680,1283121,1268080,1464877,1450724,855000,842000,25363103,25173845,15957271,15856313,15894386,15876229,28358702,28512404,17771649,17981737,11181085,11326202,20640932,20806972,12935126,13122201,8138173,8265314,7278518,7297516,4.25,11.0,0.0833333358168602,0.0766703709959983,12.399999999997362,0.5741935483871073,3865.299999999987,1.4592472955342637,4623.8,0.0787577317358016,7852.8,0.0477500291069973,8134.599999999998,0.1248634580328824,0.1153727657285376,1062.1999999999994,0.3000944287063267,17.0,29.0,103.59161933898923,105.69899909973145,169.5179541015625,113.01530891418457,102.6124535369873,35.89,35.78,17.89,15.78,56.89,62.0,559.9100000000002,1013.59,1518.56,2407.46,2773.29,2100.7200000000007,4347961,4315392,2608153,2601543,1028708,948483,2276964,2271991,40538459,39935394,1397000,1371000,2551443,2514981,-2298558,-2265525,2298558,2265525,-557149,-622680,1283121,1268080,1464877,1450724,855000,842000,25363103,25173845,15957271,15856313,15894386,15876229,28358702,28512404,17771649,17981737,11181085,11326202,20640932,20806972,12935126,13122201,8138173,8265314,7278518,7297516,4.25,11.0,0.0833333358168602,0.0766703709959983,12.399999999997362,0.5741935483871073,3865.299999999987,1.4592472955342637,4623.8,0.0787577317358016,7852.8,0.0477500291069973,8134.599999999998,0.1248634580328824,0.1153727657285376,1062.1999999999994,0.3000944287063267,ntagfu0024,135.8932,-16.826,20120610,2873.469387755101,1407.999999999999,258.61224489795904,POINT (135.8932 -16.826)
NTAGFU0025.2012,30000.816326530592,27.0,45.0,102.81189727783205,104.48727416992188,161.069580078125,111.23334503173828,102.33189392089844,7.0,7.0,43.0,42.0,48.0,49.0,301.0,579.0,750.0,1889.0,2191.0,1344.0,5397017,5344476,5990292,5904622,1804697,1736826,4377117,4333587,43760447,42945764,1339000,1311000,2684801,2638535,-1335357,-1315589,1335357,1315589,-644134,-699283,1961455,1921967,2278307,2238395,1163000,1138000,33400039,32959720,13063921,13045340,25566627,25265513,38002720,37919829,29089827,29067721,11378047,11504900,23188265,23214633,17749851,17795346,6942586,7043335,6101738,6122030,4.094999837875366,11.0,0.0833333358168602,0.0766703709959983,12.59999999999809,0.6444444444445045,3841.199999999986,1.4698829234911757,4646.799999999998,0.0782818283549969,7882.400000000005,0.0475924663989213,8084.0,0.1253021842086661,0.1155783352225125,1047.1,0.3151219512195121,38.6,59.52,103.32793151855469,104.83866271972656,182.298203125,112.03422332763672,102.88324096679686,8.0,8.0,44.0,44.0,53.76,54.0,351.84,618.4,796.96,1943.52,2238.76,1376.88,5397017,5344476,5990292,5904622,1804697,1736826,4377117,4333587,43760447,42945764,1339000,1311000,2684801,2638535,-1335357,-1315589,1335357,1315589,-644134,-699283,1961455,1921967,2278307,2238395,1163000,1138000,33400039,32959720,13063921,13045340,25566627,25265513,38002720,37919829,29089827,29067721,11378047,11504900,23188265,23214633,17749851,17795346,6942586,7043335,6101738,6122030,4.094999837875366,11.0,0.0833333358168602,0.0766703709959983,12.59999999999809,0.6444444444445045,3841.199999999986,1.4698829234911757,4646.799999999998,0.0782818283549969,7882.400000000005,0.0475924663989213,8084.0,0.1253021842086661,0.1155783352225125,1047.1,0.3151219512195121,ntagfu0025,135.8552,-16.82524,20120610,30000.816326530592,14700.39999999999,2700.073469387753,POINT (135.8552 -16.82524)
NTAGFU0026.2012,15059.69387755104,4.5,9.0,101.72435760498048,102.48805236816406,157.3392333984375,106.63953399658205,101.20893478393556,6.0,3.5,14.0,12.5,79.0,82.0,411.0,677.5,1030.0,1926.5,2938.0,1960.0,4887858,4785904,3757987,3663768,-69641,-83863,3086336,3024032,44807299,43072163,1264000,1263000,2499341,2480037,-2121573,-2060012,2121573,2060012,-2084704,-2013917,1466463,1455875,1714933,1699600,908000,906000,29100642,28335148,15377252,15172414,18924476,18675439,44428769,42619480,28892529,28090112,15267281,15041206,29510014,28817907,19190695,18993620,10140674,10170374,6642096,6761675,2.4444444179534908,2.6666667461395264,0.2916666567325592,0.2178801000118256,0.1999999999998181,1.6,3990.599999999989,1.4013503160999812,4733.9,0.0709520691184857,7861.899999999999,0.053444005720173,8702.0,0.1226450405489707,0.1069099944308786,1227.0999999999995,0.2593333333333335,13.560000000000002,24.230000000000004,102.32143852233887,103.34673294067379,163.9859091186523,108.03362083435059,101.93618072509766,10.560000000000002,7.0,18.78,21.56,85.0,87.0,461.78,790.28,1176.76,2142.03,3080.32,2249.6600000000008,4887858,4785904,3757987,3663768,-69641,-83863,3086336,3024032,44807299,43072163,1264000,1263000,2499341,2480037,-2121573,-2060012,2121573,2060012,-2084704,-2013917,1466463,1455875,1714933,1699600,908000,906000,29100642,28335148,15377252,15172414,18924476,18675439,44428769,42619480,28892529,28090112,15267281,15041206,29510014,28817907,19190695,18993620,10140674,10170374,6642096,6761675,2.4444444179534908,2.6666667461395264,0.2916666567325592,0.2178801000118256,0.1999999999998181,1.6,3990.599999999989,1.4013503160999812,4733.9,0.0709520691184857,7861.899999999999,0.053444005720173,8702.0,0.1226450405489707,0.1069099944308786,1227.0999999999995,0.2593333333333335,ntagfu0026,135.4061,-15.809120000000002,20120612,15059.69387755104,7379.250000000008,1355.3724489795936,POINT (135.4061 -15.80912)
NTAGFU0027.2012,25175.918367346934,6.0,11.0,101.47848510742188,102.5587043762207,157.55989837646484,105.9708366394043,101.2578582763672,5.0,4.0,16.0,14.0,79.0,81.0,363.0,605.0,916.0,1751.0,2627.0,1749.0,4800679,5002107,3653997,4166031,-71124,203497,3017531,3348331,43466066,44898748,1132000,1187000,2307692,2414892,-2085216,-1986486,2085216,1986486,-2068182,-1862857,1330665,1478264,1579872,1747098,809000,893000,28451823,30013111,15255653,14954111,18650020,20070140,43271542,43759131,28364268,29262275,15208706,14580005,28844979,28816258,18907731,19269790,10138183,9601223,6666039,6585199,3.5,5.25,0.2083333283662796,0.169153407216072,0.0,1.0,4079.7999999999897,1.3594643995153852,4730.200000000002,0.0689695995940974,7838.700000000003,0.0533105890371763,8875.900000000001,0.122186402022813,0.1040745628505444,1276.0999999999995,0.2546587722031786,9.84,17.68,101.9864680480957,102.89848274230957,164.52605300903318,107.28048248291016,101.437546081543,6.0,5.92,18.92,17.84,80.92,83.0,403.8,655.56,970.4,1858.0,2776.6,1912.4,4800679,5002107,3653997,4166031,-71124,203497,3017531,3348331,43466066,44898748,1132000,1187000,2307692,2414892,-2085216,-1986486,2085216,1986486,-2068182,-1862857,1330665,1478264,1579872,1747098,809000,893000,28451823,30013111,15255653,14954111,18650020,20070140,43271542,43759131,28364268,29262275,15208706,14580005,28844979,28816258,18907731,19269790,10138183,9601223,6666039,6585199,3.5,5.25,0.2083333283662796,0.169153407216072,0.0,1.0,4079.7999999999897,1.3594643995153852,4730.200000000002,0.0689695995940974,7838.700000000003,0.0533105890371763,8875.900000000001,0.122186402022813,0.1040745628505444,1276.0999999999995,0.2546587722031786,ntagfu0027,135.4606,-15.67927,20120613,25175.918367346934,12336.2,2265.832653061224,POINT (135.4606 -15.67927)
NTAGFU0030.2012,26489.795918367363,26.0,43.0,102.19315338134766,103.4970474243164,159.22386169433594,108.79742431640624,101.79254150390624,5.0,5.0,26.0,31.0,69.0,61.0,287.0,530.0,700.0,1640.0,2265.0,1495.0,5661425,5144725,6392991,4957411,1568159,324634,4575979,3821900,48489960,43489275,1224000,1102000,2563530,2314478,-1464968,-1646586,1464968,1646586,-944103,-1684184,1841583,1531727,2177386,1831360,1063000,897000,36098081,31196070,13442312,13951303,26854071,22360686,43624733,43823152,32453296,31411513,12085056,14047652,26330253,29235370,19587593,20955297,7294087,9371491,6035625,6671216,4.4270834028720865,6.21875,0.1484375027939677,0.1276192120276391,97.29999999999882,1.2,3940.4999999999877,1.4491924520093575,4784.199999999999,0.0685255633125705,7692.000000000003,0.0602629819478493,9288.299999999996,0.1366665590043387,0.1230067672327307,1473.4,0.2130548302872062,46.44,69.36,102.48564880371094,104.35918548583984,161.99179443359375,110.13346374511718,102.10807556152344,8.68,8.84,29.0,45.6,73.76,72.6,334.4,581.7199999999998,848.84,1757.56,2496.2,1700.52,5661425,5144725,6392991,4957411,1568159,324634,4575979,3821900,48489960,43489275,1224000,1102000,2563530,2314478,-1464968,-1646586,1464968,1646586,-944103,-1684184,1841583,1531727,2177386,1831360,1063000,897000,36098081,31196070,13442312,13951303,26854071,22360686,43624733,43823152,32453296,31411513,12085056,14047652,26330253,29235370,19587593,20955297,7294087,9371491,6035625,6671216,4.4270834028720865,6.21875,0.1484375027939677,0.1276192120276391,97.29999999999882,1.2,3940.4999999999877,1.4491924520093575,4784.199999999999,0.0685255633125705,7692.000000000003,0.0602629819478493,9288.299999999996,0.1366665590043387,0.1230067672327307,1473.4,0.2130548302872062,ntagfu0030,134.3778,-14.1349,20120705,26489.795918367363,12980.000000000007,2384.0816326530626,POINT (134.3778 -14.1349)
NTAGFU0033.2012,98865.30612244898,40.0,62.0,102.9198989868164,104.82801818847656,160.61325073242188,111.53017044067384,102.75865936279295,10.0,9.5,39.0,38.5,50.5,51.0,233.5,418.5,499.5,1460.5,1665.0,964.0,5735375,5677111,7497720,7215851,2117895,2143151,5075956,4954407,44466141,44373827,1049000,1069000,2304144,2329653,-930233,-1005525,930233,1005525,-643693,-619638,1739987,1745400,2103778,2103527,969000,978000,36894728,36257292,12052556,12255143,30611539,29585369,41978850,41054652,34829832,33499937,11378007,11323143,24012178,23477126,19922893,19156959,6508295,6475146,5720066,5718506,3.0,4.5,0.2083333283662796,0.169153407216072,97.49999999999956,1.2000000000000002,3944.199999999987,1.4509116460336018,4774.800000000001,0.0688112591103292,7698.9,0.0604576163941787,9244.999999999996,0.1376867804991115,0.1237805993633136,1467.4000000000005,0.2192813321647676,48.7,70.85,104.21305999755859,107.34840316772457,169.08637084960938,115.89647979736328,103.95557594299316,11.85,11.0,41.7,41.85,53.0,54.0,269.1,452.25,621.9499999999998,1596.2,1829.35,1034.55,5735375,5677111,7497720,7215851,2117895,2143151,5075956,4954407,44466141,44373827,1049000,1069000,2304144,2329653,-930233,-1005525,930233,1005525,-643693,-619638,1739987,1745400,2103778,2103527,969000,978000,36894728,36257292,12052556,12255143,30611539,29585369,41978850,41054652,34829832,33499937,11378007,11323143,24012178,23477126,19922893,19156959,6508295,6475146,5720066,5718506,3.0,4.5,0.2083333283662796,0.169153407216072,97.49999999999956,1.2000000000000002,3944.199999999987,1.4509116460336018,4774.800000000001,0.0688112591103292,7698.9,0.0604576163941787,9244.999999999996,0.1376867804991115,0.1237805993633136,1467.4000000000005,0.2192813321647676,ntagfu0033,134.3555,-14.17696,20120708,98865.30612244898,48444.0,8897.877551020409,POINT (134.3555 -14.17696)
